Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2019-01-07 00:00:00	1.0	CT08	1.0	2019-01-07 00:00:38	0.0	D8	3.0	NULL	-106.9941085	0.0	0.0	30.9716797	NULL	NULL	99.9786377	NULL	NULL	NULL	NULL	-2000.0	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:05:00	1.0	CT08	1.0	2019-01-07 00:05:57	0.0	B2	FF	NULL	6.2581159	0.0	0.0	-22.4951172	NULL	NULL	49.9977112	NULL	NULL	NULL	NULL	-464.4622803	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:10:00	1.0	CT08	1.0	2019-01-07 00:09:57	0.0	1F	3.0	NULL	-28.9551521	0.0	0.0	-34.7397868	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	83.8216146	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:15:00	1.0	CT08	1.0	2019-01-07 00:15:17	0.0	C4	3.0	NULL	25.5116027	0.0	0.0	27.2813416	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-210.8306885	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:20:00	1.0	CT08	1.0	2019-01-07 00:20:37	0.0	B6	3.0	NULL	47.8273416	0.0	0.0	16.0058594	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	47.9888916	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:25:00	1.0	CT08	1.0	2019-01-07 00:25:58	0.0	D9	3.0	NULL	46.9127991	0.0	0.0	16.085968	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	47.1343994	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:30:00	1.0	CT08	1.0	2019-01-07 00:30:50	0.0	EE	3.0	NULL	45.598974	0.0	0.0	16.2072754	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	45.6136068	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:35:00	1.0	CT08	1.0	2019-01-07 00:34:50	0.0	3A	15.0	NULL	9.3789828	0.0	0.0	-22.7952067	NULL	NULL	41.4957682	NULL	NULL	NULL	NULL	-1078.2877604	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:40:00	1.0	CT08	1.0	2019-01-07 00:40:11	0.0	A0	FF	NULL	29.9513046	0.0	0.0	-31.0140991	NULL	NULL	93.6584473	NULL	NULL	NULL	NULL	-55.3894043	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:45:00	1.0	CT08	1.0	2019-01-07 00:45:30	0.0	A0	FF	NULL	-87.466334	0.0	0.0	-68.1982422	NULL	NULL	-25.7904053	NULL	NULL	NULL	NULL	-2000.0	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:50:00	1.0	CT08	1.0	2019-01-07 00:50:50	0.0	EB	2.75	NULL	-55.0921306	0.0	0.0	-98.404541	NULL	NULL	-47.0115662	NULL	NULL	NULL	NULL	-1300.8270264	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 00:55:00	1.0	CT08	1.0	2019-01-07 00:54:50	0.0	FA	3.0	NULL	40.3667188	0.0	0.0	17.027181	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	45.1660156	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:00:00	1.0	CT08	1.0	2019-01-07 01:00:12	0.0	FA	3.0	NULL	40.5365516	0.0	0.0	17.0373535	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	45.6237793	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:05:00	1.0	CT08	1.0	2019-01-07 01:05:30	0.0	F4	3.0	NULL	40.6207166	0.0	0.0	17.0167542	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	148.5900879	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:10:00	1.0	CT08	1.0	2019-01-07 01:09:31	0.0	D9	3.0	NULL	40.970903	0.0	0.0	16.9356283	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	46.6308594	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:15:00	1.0	CT08	1.0	2019-01-07 01:15:42	0.0	FC	2.25	NULL	-37.5970903	0.0	0.0	-36.3569641	NULL	NULL	49.9557495	NULL	NULL	NULL	NULL	-495.1782227	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:20:00	1.0	CT08	1.0	2019-01-07 01:19:42	0.0	11.0	E8	NULL	-75.1236423	0.0	0.0	-39.4272868	NULL	NULL	65.5171712	NULL	NULL	NULL	NULL	-20.8333333	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:25:00	1.0	CT08	1.0	2019-01-07 01:25:03	0.0	9F	2.5	NULL	-32.741824	0.0	0.0	-61.6369629	NULL	NULL	37.4984741	NULL	NULL	NULL	NULL	-976.5319824	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:30:00	1.0	CT08	1.0	2019-01-07 01:30:22	0.0	0.0	0.0	NULL	-106.9941085	0.0	0.0	-140.0	NULL	NULL	-100.0	NULL	NULL	NULL	NULL	-2000.0	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:35:00	1.0	CT08	1.0	2019-01-07 01:35:41	0.0	FC	5.0	NULL	-69.3250271	0.0	0.0	-36.2776184	NULL	NULL	31.2454224	NULL	NULL	NULL	NULL	-1487.9455566	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:40:00	1.0	CT08	1.0	2019-01-07 01:39:40	0.0	E9	3.0	NULL	35.0252495	0.0	0.0	15.0882975	NULL	NULL	85.3525798	NULL	NULL	NULL	NULL	-634.7452799	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-07 01:45:00	1.0	CT08	1.0	2019-01-07 01:45:01	0.0	C3	4.0	NULL	-28.3862871	0.0	0.0	-21.1904907	NULL	NULL	49.9549866	NULL	NULL	NULL	NULL	-967.2241211	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
