Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2019-01-08 00:00:00	1.0	CT08	1.0	2019-01-08 00:00:46	0.0	84.0	3.0	NULL	55.8981604	0.0	0.0	16.652832	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	47.6074219	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:05:00	1.0	CT08	1.0	2019-01-08 00:04:45	0.0	A9	FE	NULL	34.7467035	0.0	0.0	6.2443034	NULL	NULL	63.3382161	NULL	NULL	NULL	NULL	-635.5794271	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:10:00	1.0	CT08	1.0	2019-01-08 00:10:07	0.0	A7	7.25	NULL	31.5737345	0.0	0.0	18.9424133	NULL	NULL	99.9549866	NULL	NULL	NULL	NULL	583.6181641	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:15:00	1.0	CT08	1.0	2019-01-08 00:15:24	0.0	D2	7.25	NULL	65.1585608	0.0	0.0	6.4042664	NULL	NULL	99.9549866	NULL	NULL	NULL	NULL	511.3983154	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:20:00	1.0	CT08	1.0	2019-01-08 00:20:17	0.0	A0	E2	NULL	27.2059236	0.0	0.0	28.9534505	NULL	NULL	71.0449219	NULL	NULL	NULL	NULL	-635.9659831	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:25:00	1.0	CT08	1.0	2019-01-08 00:25:36	0.0	D3	17.75	NULL	21.6918661	0.0	0.0	6.1296082	NULL	NULL	89.0953064	NULL	NULL	NULL	NULL	-968.7957764	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:30:00	1.0	CT08	1.0	2019-01-08 00:30:56	0.0	F2	FF	NULL	-58.3324817	0.0	0.0	-98.6044312	NULL	NULL	-60.8657837	NULL	NULL	NULL	NULL	-1000.0152588	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:35:00	1.0	CT08	1.0	2019-01-08 00:34:56	0.0	0.0	C0	NULL	-106.9941085	0.0	0.0	-140.0	NULL	NULL	-96.6145833	NULL	NULL	NULL	NULL	-2000.0	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:40:00	1.0	CT08	1.0	2019-01-08 00:40:17	0.0	FF	FE	NULL	-106.9941085	0.0	0.0	-94.4929504	NULL	NULL	-23.2910156	NULL	NULL	NULL	NULL	-2000.0	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-08 00:45:00	1.0	CT08	1.0	2019-01-08 00:45:36	0.0	C0	B1	NULL	-16.512264	0.0	0.0	-50.7040405	NULL	NULL	22.5082397	NULL	NULL	NULL	NULL	-1488.0828857	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
