Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2019-01-18 00:05:00	1.0	CT08	1.0	2019-01-18 00:03:26	0.0	FF	3.0	NULL	-57.4570158	0.0	0.0	18.5906982	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-2000.0	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:10:00	1.0	CT08	1.0	2019-01-18 00:06:12	0.0	0C	3.0	NULL	-100.7659012	0.0	0.0	-136.8383789	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	1765.625	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:15:00	1.0	CT08	1.0	2019-01-18 00:14:59	0.0	4D	3.0	NULL	47.4435894	0.0	0.0	18.8256836	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	283.3658854	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:20:00	1.0	CT08	1.0	2019-01-18 00:20:24	0.0	FF	3.0	NULL	9.7236584	0.0	0.0	19.1217041	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-1319.4173177	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:25:00	1.0	CT08	1.0	2019-01-18 00:25:42	0.0	A4	3.0	NULL	47.2101319	0.0	0.0	19.0504964	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.3787435	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:30:00	1.0	CT08	1.0	2019-01-18 00:28:20	0.0	74.0	3.0	NULL	47.7972827	0.0	0.0	18.9477539	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.1142578	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:35:00	1.0	CT08	1.0	2019-01-18 00:35:06	0.0	6C	3.0	NULL	47.9455733	0.0	0.0	18.9060465	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	41.8701172	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:40:00	1.0	CT08	1.0	2019-01-18 00:40:24	0.0	4A	3.0	NULL	47.8551461	0.0	0.0	18.8768005	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.4804688	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:45:00	1.0	CT08	1.0	2019-01-18 00:45:46	0.0	5A	3.0	NULL	40.5763797	0.0	0.0	18.4274292	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-978.5308838	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:50:00	1.0	CT08	1.0	2019-01-18 00:48:21	0.0	3A	3.0	NULL	-29.2437177	0.0	0.0	-44.598999	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-976.776123	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:55:00	1.0	CT08	1.0	2019-01-18 00:54:35	0.0	E3	3.0	NULL	-1.6060479	0.0	0.0	-56.1422729	NULL	NULL	99.9176025	NULL	NULL	NULL	NULL	616.6992188	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 01:00:00	1.0	CT08	1.0	2019-01-18 00:59:59	0.0	9D	3.0	NULL	49.8723498	0.0	0.0	18.3007812	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	46.0205078	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 01:15:00	1.0	CT08	1.0	2019-01-18 01:14:38	0.0	B0	3.0	NULL	17.3536131	0.0	0.0	17.6873779	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-977.2338867	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 01:20:00	1.0	CT08	1.0	2019-01-18 01:20:03	0.0	A3	3.0	NULL	52.8088554	0.0	0.0	17.4859619	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	45.791626	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 01:25:00	1.0	CT08	1.0	2019-01-18 01:24:04	0.0	7E	3.0	NULL	-0.1967857	0.0	0.0	43.8531494	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-636.1897786	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 01:30:00	1.0	CT08	1.0	2019-01-18 01:30:42	0.0	4F	3.0	NULL	13.6120296	0.0	0.0	17.207489	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-465.8203125	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 01:35:00	1.0	CT08	1.0	2019-01-18 01:35:31	0.0	36.0	3.0	NULL	54.2028376	0.0	0.0	17.1960449	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	45.5932617	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 01:40:00	1.0	CT08	1.0	2019-01-18 01:40:52	0.0	3E	3.0	NULL	13.7014549	0.0	0.0	-22.0991516	NULL	NULL	49.9977112	NULL	NULL	NULL	NULL	-466.0339355	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
