Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2019-01-17 00:05:00	1.0	CT08	1.0	2019-01-17 00:03:46	0.0	1B	3.0	NULL	60.1013987	0.0	0.0	19.5255534	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	475.8300781	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:10:00	1.0	CT08	1.0	2019-01-17 00:10:26	0.0	BA	3.0	NULL	61.8317903	0.0	0.0	19.161377	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.4804688	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:15:00	1.0	CT08	1.0	2019-01-17 00:15:58	0.0	8F	3.0	NULL	61.9978658	0.0	0.0	19.0988159	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.6330566	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:20:00	1.0	CT08	1.0	2019-01-17 00:20:00	0.0	False	3.0	NULL	6.019398	0.0	0.0	-34.0083822	NULL	NULL	33.5906982	NULL	NULL	NULL	NULL	-638.1835938	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:25:00	1.0	CT08	1.0	2019-01-17 00:25:07	0.0	DB	3.0	NULL	48.3210593	0.0	0.0	7.5746155	NULL	NULL	99.9572754	NULL	NULL	NULL	NULL	-267.6696777	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:30:00	1.0	CT08	1.0	2019-01-17 00:30:06	0.0	EA	3.0	NULL	60.8729109	0.0	0.0	19.2102051	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.3380534	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:35:00	1.0	CT08	1.0	2019-01-17 00:35:27	0.0	DD	3F	NULL	60.6872971	0.0	0.0	19.3383789	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-17.8985596	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:40:00	1.0	CT08	1.0	2019-01-17 00:40:45	0.0	A3	3.0	NULL	60.9412949	0.0	0.0	19.1247559	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.3431396	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:45:00	1.0	CT08	1.0	2019-01-17 00:44:48	0.0	66.6666667	3.0	NULL	61.7977235	0.0	0.0	18.9070638	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-117.1061198	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:50:00	1.0	CT08	1.0	2019-01-17 00:50:02	0.0	20.75	3.0	NULL	63.1265781	0.0	0.0	18.6845398	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.6646729	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 00:55:00	1.0	CT08	1.0	2019-01-17 00:55:26	0.0	F2	3.0	NULL	64.0726825	0.0	0.0	18.5472107	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	43.7011719	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:00:00	1.0	CT08	1.0	2019-01-17 01:00:52	0.0	F4	3.0	NULL	63.808164	0.0	0.0	18.605957	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	43.0908203	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:05:00	1.0	CT08	1.0	2019-01-17 01:04:53	0.0	23.0	3.0	NULL	63.0922608	0.0	0.0	18.7005615	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.9280599	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:10:00	1.0	CT08	1.0	2019-01-17 01:10:59	0.0	D9	3.0	NULL	64.4333894	0.0	0.0	16.6452026	NULL	NULL	99.9816895	NULL	NULL	NULL	NULL	235.0463867	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:15:00	1.0	CT08	1.0	2019-01-17 01:15:01	0.0	EC	3.0	NULL	58.8910264	0.0	0.0	27.578125	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	690.0024414	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:20:00	1.0	CT08	1.0	2019-01-17 01:20:21	0.0	81.0	3.0	NULL	55.1707346	0.0	0.0	19.7686768	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.4052734	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:25:00	1.0	CT08	1.0	2019-01-17 01:25:49	0.0	2F	3.0	NULL	53.6748026	0.0	0.0	20.1857503	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.242513	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:30:00	1.0	CT08	1.0	2019-01-17 01:29:46	0.0	4E	3.0	NULL	52.2069256	0.0	0.0	20.3973389	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.8121745	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:35:00	1.0	CT08	1.0	2019-01-17 01:35:06	0.0	4B	3.0	NULL	53.7083684	0.0	0.0	20.3240967	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	41.7480469	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:40:00	1.0	CT08	1.0	2019-01-17 01:40:30	0.0	B6	3.0	NULL	64.4657028	0.0	0.0	19.8892212	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-351.9134521	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:45:00	1.0	CT08	1.0	2019-01-17 01:44:23	0.0	3F	3.0	NULL	57.9752315	0.0	0.0	19.5245361	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	543.3654785	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:50:00	1.0	CT08	1.0	2019-01-17 01:47:09	0.0	C9	3.0	NULL	84.2256823	0.0	0.0	19.2071533	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-1623.1689453	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 01:55:00	1.0	CT08	1.0	2019-01-17 01:54:38	0.0	0.0	3.0	NULL	-106.9941085	0.0	0.0	-140.0	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-2000.0	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:05:00	1.0	CT08	1.0	2019-01-17 02:05:24	0.0	EA	3.0	NULL	68.0404593	0.0	0.0	17.6782227	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	530.0598145	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:10:00	1.0	CT08	1.0	2019-01-17 02:08:06	0.0	E9	3.0	NULL	66.3902248	0.0	0.0	17.7362061	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	44.5556641	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:15:00	1.0	CT08	1.0	2019-01-17 02:14:54	0.0	F4	3.0	NULL	66.1166887	0.0	0.0	17.7774048	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	45.5627441	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:20:00	1.0	CT08	1.0	2019-01-17 02:18:51	0.0	ED	3.0	NULL	65.9724059	0.0	0.0	17.7453613	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	44.9523926	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:25:00	1.0	CT08	1.0	2019-01-17 02:25:30	0.0	0C	3.0	NULL	65.0671316	0.0	0.0	17.8704834	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	43.7825521	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:30:00	1.0	CT08	1.0	2019-01-17 02:30:20	0.0	14.6666667	3.0	NULL	64.529077	0.0	0.0	17.8694661	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	44.1080729	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:35:00	1.0	CT08	1.0	2019-01-17 02:35:37	0.0	E5	3.0	NULL	31.3001984	0.0	0.0	22.0422363	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-977.7526855	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:40:00	1.0	CT08	1.0	2019-01-17 02:37:11	0.0	ED	3.0	NULL	64.9849705	0.0	0.0	17.7545166	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	43.762207	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 02:55:00	1.0	CT08	1.0	2019-01-17 02:55:47	0.0	89.5	3.0	NULL	61.6063484	0.0	0.0	18.241272	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	44.2199707	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:00:00	1.0	CT08	1.0	2019-01-17 02:59:43	0.0	A0	3.0	NULL	61.5562503	0.0	0.0	18.3099365	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	44.3929036	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:05:00	1.0	CT08	1.0	2019-01-17 03:05:06	0.0	9B	3.0	NULL	62.5937838	0.0	0.0	18.1283569	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	43.8537598	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:10:00	1.0	CT08	1.0	2019-01-17 03:09:04	0.0	F6	3.0	NULL	63.9008457	0.0	0.0	17.8460693	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	44.4946289	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:15:00	1.0	CT08	1.0	2019-01-17 03:15:18	0.0	6A	3.0	NULL	65.707136	0.0	0.0	17.4813843	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	46.0205078	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:20:00	1.0	CT08	1.0	2019-01-17 03:20:44	0.0	42.6666667	3.0	NULL	67.1191535	0.0	0.0	17.228597	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-635.9659831	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:25:00	1.0	CT08	1.0	2019-01-17 03:24:42	0.0	DE	3.0	NULL	68.548956	0.0	0.0	17.014974	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	46.1222331	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:30:00	1.0	CT08	1.0	2019-01-17 03:30:11	0.0	9D	3.0	NULL	69.8883311	0.0	0.0	16.7619324	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	46.7987061	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:35:00	1.0	CT08	1.0	2019-01-17 03:35:30	0.0	3E	3.0	NULL	71.0260611	0.0	0.0	16.6307068	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	-787.4908447	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:40:00	1.0	CT08	1.0	2019-01-17 03:40:53	0.0	2D	3.0	NULL	71.6264879	0.0	0.0	16.3728333	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	296.3409424	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:45:00	1.0	CT08	1.0	2019-01-17 03:44:46	0.0	0.0	3.0	NULL	-106.9941085	0.0	0.0	-40.0	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	546.875	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:50:00	1.0	CT08	1.0	2019-01-17 03:50:10	0.0	6B	3.0	NULL	56.741313	0.0	0.0	17.7362061	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	19.3328857	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 03:55:00	1.0	CT08	1.0	2019-01-17 03:55:01	0.0	69.3333333	3.0	NULL	70.6099956	0.0	0.0	16.5775553	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	46.0205078	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-17 04:00:00	1.0	CT08	1.0	2019-01-17 04:00:26	0.0	E6	3.0	NULL	9.6051761	0.0	0.0	18.5914612	NULL	NULL	99.9549866	NULL	NULL	NULL	NULL	-554.901123	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
