Tstamp	m2	m3	m4	m5	m6	m7	Voltage_R_Phase	Voltage_Y_Phase	Voltage_B_Phase	Average_Voltage	Voltage_R_Y	Voltage_Y_B	Voltage_B_R	Line_To_Line_Voltage_Average	Current_R	Current_Y	Current_B	Current_N	Average_Current	Frequency_R	Frequency_Y	Frequency_B	Average_Frequency	Power_Factor_R	Power_Factor_Y	Power_Factor_B	Average_Power_Factor	Active_Power_R	Active_Power_Y	Active_Power_B	Total_Power	Reactive_Power_R	Reactive_Power_Y	Reactive_Power_B	Total_Reactive_Power	Total_Apparent_Power	Active_Energy	Reactive_Energy	Apparent_Power_R	Apparent_Power_Y	Apparent_Power_B	Reactive_Energy2	Maximum_Active_Power	Minimum_Active_Power	Maximum_Reactive_Power	Minimum_Reactive_Power	Maximum_Apparent_Power	Wh_Received	VAh_Received	VARh_Inductive_Received	VARh_Capacitive_Received	Energy_Export1	VAh_Delivered	VARh_Ind_Delivered	VARh_Cap_Delivered	THD	Active_Total_Import	Active_Total_Export	Apparent_Import	Aparent_Export	Energy_Today	m1	Energy_Import	Energy_Export	m66	Total_KW_Avg
2019-01-12 00:05:00	CT08	2019-01-12 00:05:49	0.0	12.0	1.0	NA	247.2360636	244.9240112	246.5334167	246.2311639	426.7926941	424.6616313	427.9991353	426.4844869	0.3633392	0.0	0.0	NA	0.1211131	NA	NA	NA	49.9670258	NA	NA	NA	1.3018297	-0.0313604	-0.0147949	-0.0042064	-0.0750032	NA	NA	NA	0.0769071	0.1074429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695943.3333333	2590788627.0	4.0	NA
2019-01-12 00:10:00	CT08	2019-01-12 00:08:31	0.0	12.0	1.0	NA	247.052948	244.7960409	246.2734833	246.040824	426.5635173	424.3157756	427.5851339	426.1548089	0.3664106	0.0	0.0	NA	0.1221369	NA	NA	NA	49.9422531	NA	NA	NA	1.3027946	-0.0466923	-0.0224547	-0.0062742	-0.0754211	NA	NA	NA	0.0775445	0.1081874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695948.3333333	2590788627.0	4.0	NA
2019-01-12 00:15:00	CT08	2019-01-12 00:15:13	0.0	12.0	1.0	NA	247.3601481	245.1007385	246.6064504	246.355779	427.0936076	424.8719686	428.134847	426.7001411	0.3600969	0.0	0.0	NA	0.1200323	NA	NA	NA	49.9884491	NA	NA	NA	1.3051944	-0.0460153	-0.020724	-0.0069469	-0.0736862	NA	NA	NA	0.0762657	0.1060514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695955.0	2590788627.0	4.0	NA
2019-01-12 00:20:00	CT08	2019-01-12 00:20:28	0.0	12.0	1.0	NA	247.5467873	245.3804283	246.9058495	246.6110217	427.43396	425.4127655	428.5804214	427.1423823	0.355947	0.0	0.0	NA	0.118649	NA	NA	NA	49.9851046	NA	NA	NA	1.2994265	-0.0458977	-0.0207495	-0.0072014	-0.0738485	NA	NA	NA	0.0752125	0.1054091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695960.75	2590788627.0	4.0	NA
2019-01-12 00:25:00	CT08	2019-01-12 00:25:51	0.0	12.0	1.0	NA	247.4029083	245.325531	246.6629028	246.4637807	427.3026225	425.180542	428.1788737	426.8873461	0.3572582	0.0	0.0	NA	0.1190861	NA	NA	NA	49.9511592	NA	NA	NA	1.2972483	-0.0465264	-0.0208535	-0.0068524	-0.0742323	NA	NA	NA	0.0751491	0.1056309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695967.6666667	2590788627.0	4.0	NA
2019-01-12 00:30:00	CT08	2019-01-12 00:29:53	0.0	12.0	1.0	NA	247.6971995	245.7573344	246.9961141	246.8168827	427.9839579	425.8727315	428.6392415	427.4986437	0.3585992	0.0	0.0	NA	0.1195331	NA	NA	NA	49.9397011	NA	NA	NA	1.3045239	-0.0460557	-0.0208547	-0.0066122	-0.0735226	NA	NA	NA	0.0759501	0.1057122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695973.0	2590788627.0	4.0	NA
2019-01-12 00:35:00	CT08	2019-01-12 00:33:54	0.0	12.0	1.0	NA	247.3853226	245.2423248	246.8295135	246.4857203	427.115715	425.2323608	428.4276428	426.9252396	0.3577364	0.0	0.0	NA	0.1192455	NA	NA	NA	49.8734198	NA	NA	NA	1.2949182	-0.0469471	-0.0203836	-0.0072635	-0.0745942	NA	NA	NA	0.075017	0.1057952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695978.75	2590788627.0	4.0	NA
2019-01-12 00:40:00	CT08	2019-01-12 00:40:33	0.0	12.0	1.0	NA	247.556839	245.4187775	246.7972717	246.5909627	427.5955048	425.3003998	428.4263535	427.1074193	0.3643561	0.0	0.0	NA	0.121452	NA	NA	NA	49.8924532	NA	NA	NA	1.3026295	-0.0474073	-0.0207575	-0.0064986	-0.0746634	NA	NA	NA	0.0767285	0.1070641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695985.5	2590788627.0	4.0	NA
2019-01-12 00:45:00	CT08	2019-01-12 00:44:01	0.0	12.0	1.0	NA	247.4793701	245.4015096	246.675532	246.5188039	427.4972229	425.186381	428.2632751	426.982293	0.3610205	0.0	0.0	NA	0.1203402	NA	NA	NA	49.868281	NA	NA	NA	1.2973137	-0.0473766	-0.0204514	-0.0069814	-0.0748094	NA	NA	NA	0.0757493	0.1064633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695992.0	2590788627.0	4.0	NA
2019-01-12 00:50:00	CT08	2019-01-12 00:50:38	0.0	12.0	1.0	NA	246.4464518	244.3653056	245.9292196	245.5803257	425.7137553	423.851532	426.5065511	425.3572795	0.3596072	0.0	0.0	NA	0.1198691	NA	NA	NA	49.8479347	NA	NA	NA	1.3053643	-0.0456718	-0.0218342	-0.0058304	-0.0733364	NA	NA	NA	0.0759471	0.1055755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	695998.6666667	2590788627.0	4.0	NA
