Tstamp	m2	m3	m4	m5	m6	m7	Voltage_R_Phase	Voltage_Y_Phase	Voltage_B_Phase	Average_Voltage	Voltage_R_Y	Voltage_Y_B	Voltage_B_R	Line_To_Line_Voltage_Average	Current_R	Current_Y	Current_B	Current_N	Average_Current	Frequency_R	Frequency_Y	Frequency_B	Average_Frequency	Power_Factor_R	Power_Factor_Y	Power_Factor_B	Average_Power_Factor	Active_Power_R	Active_Power_Y	Active_Power_B	Total_Power	Reactive_Power_R	Reactive_Power_Y	Reactive_Power_B	Total_Reactive_Power	Total_Apparent_Power	Active_Energy	Reactive_Energy	Apparent_Power_R	Apparent_Power_Y	Apparent_Power_B	Reactive_Energy2	Maximum_Active_Power	Minimum_Active_Power	Maximum_Reactive_Power	Minimum_Reactive_Power	Maximum_Apparent_Power	Wh_Received	VAh_Received	VARh_Inductive_Received	VARh_Capacitive_Received	Energy_Export1	VAh_Delivered	VARh_Ind_Delivered	VARh_Cap_Delivered	THD	Active_Total_Import	Active_Total_Export	Apparent_Import	Aparent_Export	Energy_Today	m1	Energy_Import	Energy_Export	m66	Total_KW_Avg
2019-01-13 00:00:00	CT08	2019-01-13 00:00:32	0.0	12.0	1.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	NULL	NA	NA	NA	NULL	NA	NA	NA	NULL	NULL	NULL	NULL	NULL	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697101.0	2594638185.0	4.0	NA
2019-01-13 00:05:00	CT08	2019-01-13 00:05:49	0.0	12.0	1.0	NA	249.2544963	247.0067698	248.6067759	248.2893473	430.356547	428.3512573	431.4399719	430.0492588	0.3602831	0.0	0.0	NA	0.1200944	NA	NA	NA	50.039697	NA	NA	NA	1.3047013	-0.046293	-0.0212999	-0.0068503	-0.0744432	NA	NA	NA	0.0769507	0.1070671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697105.6666667	2594638185.0	4.0	NA
2019-01-13 00:10:00	CT08	2019-01-13 00:10:34	0.0	12.0	1.0	NA	249.3242111	247.2155991	248.5883331	248.3760478	430.5899506	428.484024	431.5242767	430.1994171	0.348385	0.0	0.0	NA	0.1161283	NA	NA	NA	50.0003033	NA	NA	NA	1.2996891	-0.0449192	-0.0212375	-0.0067816	-0.0729383	NA	NA	NA	0.074344	0.1041491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697112.5	2594638185.0	4.0	NA
2019-01-13 00:15:00	CT08	2019-01-13 00:13:12	0.0	12.0	1.0	NA	248.9960632	247.051178	248.253479	248.1002401	430.2177734	428.0674133	430.8788656	429.7213508	0.3582188	0.0	0.0	NA	0.1194063	NA	NA	NA	50.0293121	NA	NA	NA	1.303493	-0.0463166	-0.0221614	-0.0055128	-0.0739907	NA	NA	NA	0.0762266	0.1062315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697117.0	2594638185.0	4.0	NA
2019-01-13 00:20:00	CT08	2019-01-13 00:19:54	0.0	12.0	1.0	NA	249.2148895	246.9573975	248.6061363	248.2594744	430.2189102	428.2538605	431.5203247	429.9976985	0.3576315	0.0	0.0	NA	0.1192105	NA	NA	NA	50.0739765	NA	NA	NA	1.301462	-0.0465152	-0.0218293	-0.0058542	-0.0741986	NA	NA	NA	0.0760174	0.1062305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697122.75	2594638185.0	4.0	NA
2019-01-13 00:25:00	CT08	2019-01-13 00:23:56	0.0	12.0	1.0	NA	248.9451243	246.8839111	248.5387268	248.1225874	429.8806356	428.2451477	431.1557821	429.7605218	0.3589025	0.0	0.0	NA	0.1196342	NA	NA	NA	50.0307121	NA	NA	NA	1.3074753	-0.0456916	-0.0221157	-0.0059148	-0.0737221	NA	NA	NA	0.0767752	0.1064479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697128.6666667	2594638185.0	4.0	NA
2019-01-13 00:30:00	CT08	2019-01-13 00:30:36	0.0	12.0	1.0	NA	248.5995598	246.537262	248.0899887	247.7422702	429.3321075	427.6021423	430.3706284	429.1016261	0.3586387	0.0	0.0	NA	0.1195462	NA	NA	NA	49.9795074	NA	NA	NA	1.3072177	-0.0453198	-0.022878	-0.0055569	-0.0737547	NA	NA	NA	0.0767774	0.1064639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697136.25	2594638185.0	4.0	NA
2019-01-13 00:35:00	CT08	2019-01-13 00:34:34	0.0	12.0	1.0	NA	248.4979451	246.4246114	247.9005636	247.6077067	429.1846415	427.3206278	430.1003011	428.8685235	0.3590904	0.0	0.0	NA	0.1196968	NA	NA	NA	49.945343	NA	NA	NA	1.306618	-0.0455048	-0.0224441	-0.0059196	-0.0738685	NA	NA	NA	0.0767561	0.106534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697142.0	2594638185.0	4.0	NA
2019-01-13 00:40:00	CT08	2019-01-13 00:39:55	0.0	12.0	1.0	NA	249.2016805	247.248113	248.5711721	248.3403219	430.5507914	428.5670166	431.2946777	430.1374953	0.3608936	0.0	0.0	NA	0.1202979	NA	NA	NA	50.0186462	NA	NA	NA	1.307712	-0.0463104	-0.0224453	-0.0052032	-0.0739588	NA	NA	NA	0.0770919	0.1068324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697148.0	2594638185.0	4.0	NA
2019-01-13 00:45:00	CT08	2019-01-13 00:45:11	0.0	12.0	1.0	NA	248.8691101	246.8718669	248.2441203	247.9950324	429.9942424	427.9831441	430.6405334	429.5393066	0.3641014	0.0	0.0	NA	0.1213671	NA	NA	NA	50.0455615	NA	NA	NA	1.305081	-0.0469443	-0.0222633	-0.0056983	-0.0749059	NA	NA	NA	0.0775039	0.1077874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	697154.6666667	2594638185.0	4.0	NA
