Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2018-12-25 00:00:00	1.0	CT08	1.0	2018-12-25 00:00:21	0.0	6D	3.0	NULL	40.2044006	0.0	0.0	21.2701416	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	39.2456055	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:05:00	1.0	CT08	1.0	2018-12-25 00:05:40	0.0	73.0	3.0	NULL	39.6302753	0.0	0.0	21.2838745	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	38.848877	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:10:00	1.0	CT08	1.0	2018-12-25 00:09:40	0.0	6E	3.0	NULL	39.4699611	0.0	0.0	21.2497965	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	39.1438802	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:15:00	1.0	CT08	1.0	2018-12-25 00:14:59	0.0	55.75	3.0	NULL	39.0208308	0.0	0.0	21.1991882	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	39.4134521	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:20:00	1.0	CT08	1.0	2018-12-25 00:18:59	0.0	2C	3.0	NULL	38.8537534	0.0	0.0	21.1206055	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	39.6118164	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:25:00	1.0	CT08	1.0	2018-12-25 00:25:12	0.0	1C	3.0	NULL	38.8615186	0.0	0.0	21.0389709	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	39.6270752	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:30:00	1.0	CT08	1.0	2018-12-25 00:30:30	0.0	C2	3.0	NULL	39.513797	0.0	0.0	20.849762	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.3442383	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:35:00	1.0	CT08	1.0	2018-12-25 00:35:50	0.0	A0	3.0	NULL	40.2201816	0.0	0.0	20.684967	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.6799316	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:40:00	1.0	CT08	1.0	2018-12-25 00:39:50	0.0	86.3333333	3.0	NULL	40.9618853	0.0	0.0	20.5723063	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.8732096	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:45:00	1.0	CT08	1.0	2018-12-25 00:45:11	0.0	6E	3.0	NULL	41.0873813	0.0	0.0	20.5110168	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.4968262	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:50:00	1.0	CT08	1.0	2018-12-25 00:50:29	0.0	4B	3.0	NULL	40.9145425	0.0	0.0	20.3996277	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.725708	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 00:55:00	1.0	CT08	1.0	2018-12-25 00:55:48	0.0	2B	3.0	NULL	40.5162619	0.0	0.0	20.3134155	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	40.9088135	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 01:00:00	1.0	CT08	1.0	2018-12-25 00:59:48	0.0	14.3333333	3.0	NULL	40.7865416	0.0	0.0	20.2183024	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	41.4632161	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 01:05:00	1.0	CT08	1.0	2018-12-25 01:04:40	0.0	B4	3.0	NULL	41.7905094	0.0	0.0	19.9914551	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	42.0939128	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 01:10:00	1.0	CT08	1.0	2018-12-25 01:10:01	0.0	A0	3.0	NULL	41.3736924	0.0	0.0	19.8564148	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	41.9006348	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-25 01:15:00	1.0	CT08	1.0	2018-12-25 01:15:21	0.0	AF	3.0	NULL	41.0220031	0.0	0.0	19.8640442	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	41.3208008	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
