Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2018-12-29 00:00:00	1.0	CT08	1.0	2018-12-29 00:00:17	0.0	9.0	3.0	NULL	36.0141878	0.0	0.0	15.4962158	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	47.5463867	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:05:00	1.0	CT08	1.0	2018-12-29 00:05:35	0.0	E6	3.0	NULL	36.2787063	0.0	0.0	15.4351807	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	48.1872559	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:10:00	1.0	CT08	1.0	2018-12-29 00:10:55	0.0	B7	3.0	NULL	36.4132199	0.0	0.0	15.280304	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	49.1790771	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:15:00	1.0	CT08	1.0	2018-12-29 00:14:55	0.0	B0	3.0	NULL	36.2095708	0.0	0.0	15.2398682	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	48.9908854	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:20:00	1.0	CT08	1.0	2018-12-29 00:20:15	0.0	A0	3.0	NULL	36.480101	0.0	0.0	15.1841736	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	48.9044189	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:25:00	1.0	CT08	1.0	2018-12-29 00:25:35	0.0	9D	3.0	NULL	37.0324336	0.0	0.0	15.1345825	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	49.0112305	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:30:00	1.0	CT08	1.0	2018-12-29 00:30:55	0.0	5D	3.0	NULL	37.8380125	0.0	0.0	14.9926758	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	49.3774414	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:35:00	1.0	CT08	1.0	2018-12-29 00:35:47	0.0	4A	3.0	NULL	38.4790189	0.0	0.0	14.8858643	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	49.8046875	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:40:00	1.0	CT08	1.0	2018-12-29 00:39:47	0.0	E9	3.0	NULL	39.8146367	0.0	0.0	14.6824137	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	50.6591797	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:45:00	1.0	CT08	1.0	2018-12-29 00:45:09	0.0	D4	3.0	NULL	40.3111098	0.0	0.0	14.5562744	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	50.9185791	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:50:00	1.0	CT08	1.0	2018-12-29 00:50:27	0.0	CF	3.0	NULL	40.0383251	0.0	0.0	14.5433044	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	50.4608154	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 00:55:00	1.0	CT08	1.0	2018-12-29 00:55:47	0.0	B1	3.0	NULL	40.4358543	0.0	0.0	14.4692993	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	50.0640869	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 01:00:00	1.0	CT08	1.0	2018-12-29 00:59:47	0.0	EB	3.0	NULL	39.6523185	0.0	0.0	14.5542399	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	48.6246745	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-29 01:05:00	1.0	CT08	1.0	2018-12-29 01:05:09	0.0	0C	3.0	NULL	39.2582963	0.0	0.0	14.6966553	NULL	NULL	99.9969482	NULL	NULL	NULL	NULL	48.4771729	0.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
