Tstamp	m2	m3	m4	m5	m6	m7	Voltage_R_Phase	Voltage_Y_Phase	Voltage_B_Phase	Average_Voltage	Voltage_R_Y	Voltage_Y_B	Voltage_B_R	Line_To_Line_Voltage_Average	Current_R	Current_Y	Current_B	Current_N	Average_Current	Frequency_R	Frequency_Y	Frequency_B	Average_Frequency	Power_Factor_R	Power_Factor_Y	Power_Factor_B	Average_Power_Factor	Active_Power_R	Active_Power_Y	Active_Power_B	Total_Power	Reactive_Power_R	Reactive_Power_Y	Reactive_Power_B	Total_Reactive_Power	Total_Apparent_Power	Active_Energy	Reactive_Energy	Apparent_Power_R	Apparent_Power_Y	Apparent_Power_B	Reactive_Energy2	Maximum_Active_Power	Minimum_Active_Power	Maximum_Reactive_Power	Minimum_Reactive_Power	Maximum_Apparent_Power	Wh_Received	VAh_Received	VARh_Inductive_Received	VARh_Capacitive_Received	Energy_Export1	VAh_Delivered	VARh_Ind_Delivered	VARh_Cap_Delivered	THD	Active_Total_Import	Active_Total_Export	Apparent_Import	Aparent_Export	Energy_Today	m1	Energy_Import	Energy_Export	m66	Total_KW_Avg
2018-12-09 00:00:00	CT08	2018-12-09 00:00:27	0.0	12.0	1.0	NA	251.5556488	249.3444366	250.716507	250.5388641	434.4111633	431.9154053	435.5086975	433.9450887	0.3603805	0.0	0.0	NA	0.1201268	NA	NA	NA	50.0463219	NA	NA	NA	1.3081989	-0.046914	-0.0212037	-0.0062016	-0.0743192	NA	NA	NA	0.0775728	0.1074286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656355.0	2450081987.0	4.0	NA
2018-12-09 00:05:00	CT08	2018-12-09 00:05:19	0.0	12.0	1.0	NA	251.3388265	249.1454773	250.5539703	250.3460914	434.0704651	431.6989746	435.0657043	433.6117147	0.3613735	0.0	0.0	NA	0.1204578	NA	NA	NA	50.0132993	NA	NA	NA	1.3021323	-0.0476497	-0.0216769	-0.0060151	-0.0753417	NA	NA	NA	0.0773248	0.1079629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656359.3333333	2450081987.0	4.0	NA
2018-12-09 00:10:00	CT08	2018-12-09 00:10:39	0.0	12.0	1.0	NA	251.2565269	249.2744064	250.5602455	250.3637263	434.1368332	431.8420029	434.947052	433.6419627	0.3624597	0.0	0.0	NA	0.1208199	NA	NA	NA	49.974227	NA	NA	NA	1.3040262	-0.0473146	-0.0226825	-0.0054299	-0.075427	NA	NA	NA	0.0778131	0.1083724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656365.75	2450081987.0	4.0	NA
2018-12-09 00:15:00	CT08	2018-12-09 00:14:39	0.0	12.0	1.0	NA	251.2347921	249.1584422	250.6191813	250.3374719	434.0277303	431.8018392	434.9597982	433.5964559	0.3641966	0.0	0.0	NA	0.1213989	NA	NA	NA	50.0017408	NA	NA	NA	1.3112064	-0.0471391	-0.0224345	-0.0049428	-0.0745164	NA	NA	NA	0.0784212	0.1081809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656371.3333333	2450081987.0	4.0	NA
2018-12-09 00:20:00	CT08	2018-12-09 00:19:59	0.0	12.0	1.0	NA	251.1146736	249.0172119	250.5494118	250.2270991	433.73172	431.6391907	434.8455124	433.4054743	0.3639043	0.0	0.0	NA	0.1213014	NA	NA	NA	49.9677801	NA	NA	NA	1.3118588	-0.0467054	-0.0222939	-0.0054997	-0.0744989	NA	NA	NA	0.0785435	0.1082577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656377.25	2450081987.0	4.0	NA
2018-12-09 00:25:00	CT08	2018-12-09 00:25:19	0.0	12.0	1.0	NA	250.4647293	248.4640083	249.768528	249.5657552	432.8091965	430.5521545	433.4186859	432.2600123	0.3659487	0.0	0.0	NA	0.1219829	NA	NA	NA	49.9600115	NA	NA	NA	1.3039503	-0.0475462	-0.0224998	-0.0059225	-0.0759685	NA	NA	NA	0.0783595	0.1091409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656383.75	2450081987.0	4.0	NA
2018-12-09 00:30:00	CT08	2018-12-09 00:30:39	0.0	12.0	1.0	NA	251.1125717	249.0163689	250.3375397	250.1554934	433.8310318	431.4343414	434.5782852	433.2812195	0.3614497	0.0	0.0	NA	0.1204832	NA	NA	NA	49.9256058	NA	NA	NA	1.3037253	-0.0471388	-0.0217842	-0.0063227	-0.0752458	NA	NA	NA	0.0775615	0.1080658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656390.5	2450081987.0	4.0	NA
2018-12-09 00:35:00	CT08	2018-12-09 00:34:39	0.0	12.0	1.0	NA	250.8382009	248.8276265	250.0937093	249.9198456	433.4879761	431.1099447	434.020874	432.8729316	0.3624912	0.0	0.0	NA	0.1208304	NA	NA	NA	49.9398804	NA	NA	NA	1.3079077	-0.0467738	-0.0225156	-0.0054815	-0.0747709	NA	NA	NA	0.0779727	0.1080319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656396.3333333	2450081987.0	4.0	NA
2018-12-09 00:40:00	CT08	2018-12-09 00:39:58	0.0	12.0	1.0	NA	250.82267	248.6431923	249.9333076	249.7997233	433.3439102	430.7008667	433.950325	432.665034	0.3601472	0.0	0.0	NA	0.1200491	NA	NA	NA	49.9406977	NA	NA	NA	1.2999935	-0.0469538	-0.0219167	-0.0067828	-0.0756533	NA	NA	NA	0.0771695	0.1080708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656402.25	2450081987.0	4.0	NA
2018-12-09 00:45:00	CT08	2018-12-09 00:43:58	0.0	12.0	1.0	NA	250.4083354	248.255071	249.626531	249.4299791	432.6151733	430.195048	433.2639262	432.0247158	0.3608987	0.0	0.0	NA	0.1202996	NA	NA	NA	49.9412727	NA	NA	NA	1.3000983	-0.0466419	-0.0225632	-0.0066525	-0.0758576	NA	NA	NA	0.0774028	0.1083797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656408.0	2450081987.0	4.0	NA
