Tstamp	m2	m3	m4	m5	m6	m7	Voltage_R_Phase	Voltage_Y_Phase	Voltage_B_Phase	Average_Voltage	Voltage_R_Y	Voltage_Y_B	Voltage_B_R	Line_To_Line_Voltage_Average	Current_R	Current_Y	Current_B	Current_N	Average_Current	Frequency_R	Frequency_Y	Frequency_B	Average_Frequency	Power_Factor_R	Power_Factor_Y	Power_Factor_B	Average_Power_Factor	Active_Power_R	Active_Power_Y	Active_Power_B	Total_Power	Reactive_Power_R	Reactive_Power_Y	Reactive_Power_B	Total_Reactive_Power	Total_Apparent_Power	Active_Energy	Reactive_Energy	Apparent_Power_R	Apparent_Power_Y	Apparent_Power_B	Reactive_Energy2	Maximum_Active_Power	Minimum_Active_Power	Maximum_Reactive_Power	Minimum_Reactive_Power	Maximum_Apparent_Power	Wh_Received	VAh_Received	VARh_Inductive_Received	VARh_Capacitive_Received	Energy_Export1	VAh_Delivered	VARh_Ind_Delivered	VARh_Cap_Delivered	THD	Active_Total_Import	Active_Total_Export	Apparent_Import	Aparent_Export	Energy_Today	m1	Energy_Import	Energy_Export	m66	Total_KW_Avg
2018-12-12 00:00:00	CT08	2018-12-12 00:00:43	0.0	12.0	1.0	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	NULL	NA	NA	NA	NULL	NA	NA	NA	NULL	NULL	NULL	NULL	NULL	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659881.0	2462591764.0	4.0	NA
2018-12-12 00:05:00	CT08	2018-12-12 00:04:40	0.0	12.0	1.0	NA	248.0273539	245.9635925	247.1709188	247.0539551	428.5447184	426.1103414	429.0722555	427.9091051	0.3552001	0.0	0.0	NA	0.1184	NA	NA	NA	50.0061709	NA	NA	NA	1.290777	-0.0458912	-0.022142	-0.0076375	-0.0756707	NA	NA	NA	0.075199	0.1066857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659884.0	2462591764.0	4.0	NA
2018-12-12 00:10:00	CT08	2018-12-12 00:10:00	0.0	12.0	1.0	NA	248.7877274	246.7246933	247.9977379	247.8367195	429.8166046	427.4554672	430.5229797	429.2650172	0.360943	0.0	0.0	NA	0.1203143	NA	NA	NA	49.9837961	NA	NA	NA	1.2984005	-0.0466043	-0.0208611	-0.00811	-0.0755754	NA	NA	NA	0.0767569	0.1077186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659889.75	2462591764.0	4.0	NA
2018-12-12 00:15:00	CT08	2018-12-12 00:15:20	0.0	12.0	1.0	NA	248.7059898	246.6144676	247.9848976	247.7684517	429.6783295	427.39711	430.3652191	429.1468862	0.3571329	0.0	0.0	NA	0.1190443	NA	NA	NA	50.0095539	NA	NA	NA	1.301255	-0.0455016	-0.0213376	-0.0076715	-0.0745107	NA	NA	NA	0.0762782	0.106633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659896.5	2462591764.0	4.0	NA
2018-12-12 00:20:00	CT08	2018-12-12 00:20:12	0.0	12.0	1.0	NA	248.3574524	246.3532104	247.5891622	247.433275	429.1090597	426.8221842	429.7670186	428.5660875	0.3615894	0.0	0.0	NA	0.1205298	NA	NA	NA	50.0299543	NA	NA	NA	1.3064104	-0.0456539	-0.0218619	-0.0069426	-0.0744585	NA	NA	NA	0.0773321	0.1073515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659902.3333333	2462591764.0	4.0	NA
2018-12-12 00:25:00	CT08	2018-12-12 00:25:32	0.0	12.0	1.0	NA	248.5112495	246.5245552	247.7433395	247.5930481	429.3383636	427.0468521	430.1435013	428.8429057	0.3613977	0.0	0.0	NA	0.1204659	NA	NA	NA	49.9904156	NA	NA	NA	1.3008417	-0.0457268	-0.0217013	-0.0081671	-0.0755952	NA	NA	NA	0.077298	0.1081205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659909.0	2462591764.0	4.0	NA
2018-12-12 00:30:00	CT08	2018-12-12 00:30:53	0.0	12.0	1.0	NA	248.7555313	246.8704834	247.9983826	247.8747991	429.8754425	427.6086349	430.5083923	429.3308233	0.3540538	0.0	0.0	NA	0.1180179	NA	NA	NA	50.0006676	NA	NA	NA	1.2988045	-0.0457513	-0.0204429	-0.0078219	-0.0740161	NA	NA	NA	0.0752563	0.1055572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659915.5	2462591764.0	4.0	NA
2018-12-12 00:35:00	CT08	2018-12-12 00:34:53	0.0	12.0	1.0	NA	248.2826233	246.0716197	247.4936269	247.2826233	428.7470296	426.4153239	429.7544657	428.3056064	0.3568054	0.0	0.0	NA	0.1189351	NA	NA	NA	49.9683393	NA	NA	NA	1.2986687	-0.0465241	-0.0210435	-0.0066036	-0.0741711	NA	NA	NA	0.0753865	0.1057569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659921.3333333	2462591764.0	4.0	NA
2018-12-12 00:40:00	CT08	2018-12-12 00:40:13	0.0	12.0	1.0	NA	248.615139	246.6526527	247.8159828	247.6945915	429.5664063	427.2398148	430.2499847	429.0187352	0.3618744	0.0	0.0	NA	0.1206248	NA	NA	NA	49.9834137	NA	NA	NA	1.2986457	-0.0465077	-0.0216472	-0.0076187	-0.0757736	NA	NA	NA	0.0770104	0.1080388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659927.25	2462591764.0	4.0	NA
2018-12-12 00:45:00	CT08	2018-12-12 00:45:32	0.0	12.0	1.0	NA	249.3376884	247.1976738	248.5017242	248.3456955	430.6215057	428.2259979	431.591835	430.1464462	0.3554173	0.0	0.0	NA	0.1184724	NA	NA	NA	49.9811115	NA	NA	NA	1.2922195	-0.0461949	-0.0208464	-0.0087286	-0.07577	NA	NA	NA	0.075626	0.1070543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659933.75	2462591764.0	4.0	NA
