Tstamp	m2	m3	m4	m5	m6	m7	Voltage_R_Phase	Voltage_Y_Phase	Voltage_B_Phase	Average_Voltage	Voltage_R_Y	Voltage_Y_B	Voltage_B_R	Line_To_Line_Voltage_Average	Current_R	Current_Y	Current_B	Current_N	Average_Current	Frequency_R	Frequency_Y	Frequency_B	Average_Frequency	Power_Factor_R	Power_Factor_Y	Power_Factor_B	Average_Power_Factor	Active_Power_R	Active_Power_Y	Active_Power_B	Total_Power	Reactive_Power_R	Reactive_Power_Y	Reactive_Power_B	Total_Reactive_Power	Total_Apparent_Power	Active_Energy	Reactive_Energy	Apparent_Power_R	Apparent_Power_Y	Apparent_Power_B	Reactive_Energy2	Maximum_Active_Power	Minimum_Active_Power	Maximum_Reactive_Power	Minimum_Reactive_Power	Maximum_Apparent_Power	Wh_Received	VAh_Received	VARh_Inductive_Received	VARh_Capacitive_Received	Energy_Export1	VAh_Delivered	VARh_Ind_Delivered	VARh_Cap_Delivered	THD	Active_Total_Import	Active_Total_Export	Apparent_Import	Aparent_Export	Energy_Today	m1	Energy_Import	Energy_Export	m66	Total_KW_Avg
2018-12-16 00:05:00	CT08	2018-12-16 00:05:05	0.0	12.0	1.0	NA	249.8158607	247.5912971	248.8929939	248.7667173	431.4420471	428.8695145	432.3159256	430.8758291	0.3678477	0.0	0.0	NA	0.1226159	NA	NA	NA	50.0259571	NA	NA	NA	1.3162723	-0.035084	-0.0149462	-0.0058667	-0.0742398	NA	NA	NA	0.0792354	0.1085813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664542.5	2478708660.0	4.0	NA
2018-12-16 00:10:00	CT08	2018-12-16 00:10:23	0.0	12.0	1.0	NA	249.1318359	247.0652237	248.3333054	248.1767883	430.4148636	428.0383606	431.1086884	429.8539708	0.3688243	0.0	0.0	NA	0.1229414	NA	NA	NA	49.9793959	NA	NA	NA	1.3226555	-0.0460656	-0.019763	-0.0073738	-0.0732024	NA	NA	NA	0.079504	0.1080721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664549.25	2478708660.0	4.0	NA
2018-12-16 00:15:00	CT08	2018-12-16 00:15:42	0.0	12.0	1.0	NA	249.01791	246.8522186	248.1481552	248.0060946	430.1388092	427.6405487	430.8955307	429.5582962	0.3735003	0.0	0.0	NA	0.1245001	NA	NA	NA	49.9476442	NA	NA	NA	1.3161142	-0.0472505	-0.0199713	-0.0078704	-0.0750922	NA	NA	NA	0.0801105	0.1098031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664555.75	2478708660.0	4.0	NA
2018-12-16 00:20:00	CT08	2018-12-16 00:19:42	0.0	12.0	1.0	NA	248.5525767	246.3346761	247.7804057	247.5558862	429.2791545	426.9659322	430.0908813	428.778656	0.3744265	0.0	0.0	NA	0.1248088	NA	NA	NA	49.9637744	NA	NA	NA	1.3177213	-0.0473346	-0.0201384	-0.0073228	-0.0747957	NA	NA	NA	0.0801252	0.1096151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664561.6666667	2478708660.0	4.0	NA
2018-12-16 00:25:00	CT08	2018-12-16 00:25:01	0.0	12.0	1.0	NA	248.7151337	246.7058716	247.9175797	247.7795283	429.7509308	427.4039764	430.3424149	429.165774	0.3695882	0.0	0.0	NA	0.1231961	NA	NA	NA	49.9519634	NA	NA	NA	1.3192152	-0.0459404	-0.0202469	-0.0078105	-0.0739978	NA	NA	NA	0.0796146	0.1086978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664567.25	2478708660.0	4.0	NA
2018-12-16 00:30:00	CT08	2018-12-16 00:30:21	0.0	12.0	1.0	NA	248.546154	246.3502808	247.6458893	247.514108	429.3888626	426.8167877	429.912468	428.7060394	0.3731761	0.0	0.0	NA	0.124392	NA	NA	NA	49.9833994	NA	NA	NA	1.3151692	-0.0470519	-0.0199258	-0.0081379	-0.0751156	NA	NA	NA	0.0799282	0.109686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664573.75	2478708660.0	4.0	NA
2018-12-16 00:35:00	CT08	2018-12-16 00:34:20	0.0	12.0	1.0	NA	248.8443756	246.7911682	247.9693451	247.8682963	429.9877421	427.5214945	430.4495951	429.3196106	0.3700624	0.0	0.0	NA	0.1233541	NA	NA	NA	49.990818	NA	NA	NA	1.3180993	-0.0464827	-0.0199756	-0.0076552	-0.0741135	NA	NA	NA	0.0794947	0.1086862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664579.6666667	2478708660.0	4.0	NA
2018-12-16 00:40:00	CT08	2018-12-16 00:40:32	0.0	12.0	1.0	NA	248.350975	246.1099815	247.4532547	247.3047371	428.8788223	426.4276962	429.7247696	428.3437627	0.3689579	0.0	0.0	NA	0.122986	NA	NA	NA	49.9563093	NA	NA	NA	1.315144	-0.0466489	-0.0199817	-0.0074978	-0.0741284	NA	NA	NA	0.0788673	0.1082374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664586.5	2478708660.0	4.0	NA
2018-12-16 00:45:00	CT08	2018-12-16 00:45:51	0.0	12.0	1.0	NA	248.4990578	246.3801003	247.7060928	247.528417	429.1869431	426.8914719	430.1149521	428.7311223	0.3673493	0.0	0.0	NA	0.1224498	NA	NA	NA	49.9412651	NA	NA	NA	1.3141302	-0.0459704	-0.0201008	-0.0082774	-0.0743485	NA	NA	NA	0.0788626	0.1083907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664593.0	2478708660.0	4.0	NA
2018-12-16 00:50:00	CT08	2018-12-16 00:48:31	0.0	12.0	1.0	NA	248.5410156	246.7105713	247.7997055	247.6837641	429.5994873	427.3696594	430.030899	429.0000153	0.3689277	0.0	0.0	NA	0.1229759	NA	NA	NA	49.9944496	NA	NA	NA	1.3229235	-0.0457809	-0.0201409	-0.0071708	-0.0730926	NA	NA	NA	0.0794463	0.1079551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664598.0	2478708660.0	4.0	NA
